Approved symbol	Gene group name	Gene group ID	Ensembl ID(supplied by Ensembl)
BAZ2A	PHD finger proteins|Bromodomain containing|Methyl-CpG binding domain containing	88|1232|1025	ENSG00000076108
PTPN23	Protein tyrosine phosphatases non-receptor type	812	ENSG00000076201
MLH1	MutL homologs	1027	ENSG00000076242
UNG	DNA glycosylases	1024	ENSG00000076248
FMO4	Flavin containing monooxygenases	1667	ENSG00000076258
KLHL20	Kelch like|BTB domain containing	617|861	ENSG00000076321
RGS11	Regulators of G-protein signaling	720	ENSG00000076344
SLC46A1	Solute carriers	752	ENSG00000076351
PLXNA2	Plexins|IPT domain containing	683|1752	ENSG00000076356
SPAG5			ENSG00000076382
ANKRD13A	Ankyrin repeat domain containing	403	ENSG00000076513
TPD52			ENSG00000076554
ACACB			ENSG00000076555
TRAF4	Ring finger proteins|TNF receptor associated factors	58|1056	ENSG00000076604
PAG1			ENSG00000076641
GPATCH1	G-patch domain containing|Spliceosomal Bact complex|Spliceosomal C complex	579|1508|1510	ENSG00000076650
ICAM3	Immunoglobulin like domain containing|CD molecules|Ig-like cell adhesion molecule family	594|471|1410	ENSG00000076662
NT5C2	5'-nucleotidases	1042	ENSG00000076685
MCAM	MicroRNA protein coding host genes|V-set domain containing|CD molecules|C2-set domain containing|Ig-like cell adhesion molecule family	1691|590|471|592|1410	ENSG00000076706
GPC4	Glypicans	572	ENSG00000076716
MBNL3	Zinc fingers CCCH-type	73	ENSG00000076770
CAMSAP3	MicroRNA protein coding host genes|Protein phosphatase 1 regulatory subunits|CAMSAP family	1691|694|1812	ENSG00000076826
RAP1GAP			ENSG00000076864
XAB2	Nucleotide excision repair|Spliceosomal B complex|Spliceosomal Bact complex|Spliceosomal P complex|Spliceosomal C complex	1269|1507|1508|1516|1510	ENSG00000076924
ARHGEF1	Dbl family Rho GEFs	722	ENSG00000076928
STXBP2			ENSG00000076944
MAP2K7	Mitogen-activated protein kinase kinases	653	ENSG00000076984
NMRK2			ENSG00000077009
DGKD	Diacylglycerol kinases|Pleckstrin homology domain containing|Sterile alpha motif domain containing	1178|682|760	ENSG00000077044
CTTNBP2	STRIPAK complex|Ankyrin repeat domain containing	1371|403	ENSG00000077063
ACTL6B	Actin related proteins|PBAF complex|BAF complex|GBAF complex	1436|1605|1604|1606	ENSG00000077080
RARB	Nuclear hormone receptors	71	ENSG00000077092
TOP2B	Topoisomerases	1050	ENSG00000077097
TM9SF3	Transmembrane 9 superfamily members	1239	ENSG00000077147
NFKB2	IPT domain containing|Ankyrin repeat domain containing|NF-kappa B complex subunits	1752|403|1254	ENSG00000077150
UBE2T	Ubiquitin conjugating enzymes E2|FA complementation groups	102|548	ENSG00000077152
PPP1R12B	Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits|Myosin phosphatase targeting family	403|694|1180	ENSG00000077157
DNAJC10	DNAJ (HSP40) heat shock proteins|Protein disulfide isomerases	584|692	ENSG00000077232
GTF3C1	General transcription factor IIIC complex subunits	1747	ENSG00000077235
IL4R	CD molecules|Interleukin receptors	471|602	ENSG00000077238
USP33	Ubiquitin specific peptidases	366	ENSG00000077254
PAK3			ENSG00000077264
CAPN6	Calpains|C2 domain containing	975|823	ENSG00000077274
DCX	Doublecortin superfamily	1369	ENSG00000077279
SNRPA	U1 small nuclear ribonucleoprotein|RNA binding motif containing	1499|725	ENSG00000077312
SPAG6	Armadillo repeat containing|Cilia and flagella associated	409|1491	ENSG00000077327
EXOSC5	Exosome complex	817	ENSG00000077348
DYNC1I2	WD repeat domain containing|Dynein 1 complex subunits	362|2028	ENSG00000077380
APBB1IP	Pleckstrin homology domain containing	682	ENSG00000077420
LRCH4			ENSG00000077454
FAM76B			ENSG00000077458
SIRT6	Sirtuins	938	ENSG00000077463
TYR			ENSG00000077498
POLD3	DNA polymerases|Protein phosphatase 1 regulatory subunits	535|694	ENSG00000077514
ACTN2	Actinins	1112	ENSG00000077522
CAPZB			ENSG00000077549
GPR137B			ENSG00000077585
NAALAD2			ENSG00000077616
JADE1	PHD finger proteins	88	ENSG00000077684
SLC25A43	Solute carriers	752	ENSG00000077713
UBE2A	Ubiquitin conjugating enzymes E2	102	ENSG00000077721
FGFR1	Receptor tyrosine kinases|CD molecules|I-set domain containing	321|471|593	ENSG00000077782
FKBP6	FKBP prolyl isomerases	910	ENSG00000077800
SMC1B	Cohesin complex|Structural maintenance of chromosomes proteins	1060|761	ENSG00000077935
FBLN1	Fibulins	556	ENSG00000077942
ITGA8	Integrin alpha subunits	1160	ENSG00000077943
CST7	Cystatins, type 2	965	ENSG00000077984
MAP2	A-kinase anchoring proteins	396	ENSG00000078018
PIAS2	Zinc fingers MIZ-type	85	ENSG00000078043
AMPH	N-BAR domain containing	1289	ENSG00000078053
ARAF	Mitogen-activated protein kinase kinase kinases|RAF family	654|1157	ENSG00000078061
MCCC1			ENSG00000078070
LAMP3	CD molecules|Lysosome associated membrane proteins	471|1910	ENSG00000078081
FAP	DASH family	1205	ENSG00000078098
NEBL	LIM domain containing	1218	ENSG00000078114
ACER3	Alkaline ceramidases	400	ENSG00000078124
UBE2K	Ubiquitin conjugating enzymes E2	102	ENSG00000078140
PIK3C3	Phosphatidylinositol 3-kinase subunits|PIK3C3 complex subunits	831|1596	ENSG00000078142
N4BP2			ENSG00000078177
TIGAR	Sugar phosphatases	1073	ENSG00000078237
TULP3			ENSG00000078246
SYNJ2	Phosphoinositide phosphatases	1079	ENSG00000078269
ADCY2	Adenylate cyclases	53	ENSG00000078295
PPP2R5C	Protein phosphatase 2 regulatory subunits|Armadillo like helical domain containing	696|1492	ENSG00000078304
PMS2P1			ENSG00000078319
RBFOX1	MicroRNA protein coding host genes|RNA binding motif containing	1691|725	ENSG00000078328
GNB1	G protein subunits beta|WD repeat domain containing	1430|362	ENSG00000078369
HOXA9	HOXL subclass homeoboxes	518	ENSG00000078399
EDN1	Endothelins	1908	ENSG00000078401
MLLT10	PHD finger proteins	88	ENSG00000078403
ZCWPW1	Zinc fingers CW-type|PWWP domain containing	96|1147	ENSG00000078487
ADCYAP1R1	Vasoactive intestinal peptide receptor family	264	ENSG00000078549
FGF20	Fibroblast growth factor family	1895	ENSG00000078579
P2RY10	G protein-coupled receptors, Class A orphans	262	ENSG00000078589
ITM2A	BRICHOS domain containing	457	ENSG00000078596
NRDC	M16 metallopeptidases|MicroRNA protein coding host genes	1440|1691	ENSG00000078618
VDAC3	Voltage dependent anion channels	306	ENSG00000078668
PCM1			ENSG00000078674
TNRC6C	Trinucleotide repeat containing	775	ENSG00000078687
CBFA2T2	Zinc fingers MYND-type	87	ENSG00000078699
BRINP1			ENSG00000078725
ITCH	C2 domain containing|HECT domain containing|MicroRNA protein coding host genes	823|1959|1691	ENSG00000078747
PKD2L2	Transient receptor potential cation channels	249	ENSG00000078795
TP53INP2			ENSG00000078804
SDF4	EF-hand domain containing	863	ENSG00000078808
MYH7B	Myosin heavy chains|MicroRNA protein coding host genes	1098|1691	ENSG00000078814
BPIFB2	BPI fold containing	456	ENSG00000078898
TP73			ENSG00000078900
TOLLIP	C2 domain containing	823	ENSG00000078902
UBE2D4	Ubiquitin conjugating enzymes E2	102	ENSG00000078967
CLUL1			ENSG00000079101
RUNX1T1	Zinc fingers MYND-type	87	ENSG00000079102
CDH17	7D cadherins	1187	ENSG00000079112
THOC1	THO complex	770	ENSG00000079134
FKBP7	FKBP prolyl isomerases|EF-hand domain containing	910|863	ENSG00000079150
OSBPL6	Oxysterol binding proteins	670	ENSG00000079156
SLC1A3	Solute carriers	752	ENSG00000079215
XRCC5			ENSG00000079246
LXN			ENSG00000079257
SP140	PHD finger proteins|Bromodomain containing	88|1232	ENSG00000079263
MKNK1	MAPK activated protein kinases	1156	ENSG00000079277
TNS1	MicroRNA protein coding host genes|PTEN protein phosphatases|C2 tensin-type domain containing|SH2 domain containing|Protein phosphatase 1 regulatory subunits	1691|902|837|741|694	ENSG00000079308
REXO1	MicroRNA protein coding host genes|Exonucleases	1691|544	ENSG00000079313
SAR1A	ARF GTPase family|COPII coat complex	357|1960	ENSG00000079332
CDC14A	CDC14 phosphatases	900	ENSG00000079335
RAPGEF3			ENSG00000079337
CEACAM1	V-set domain containing|CD molecules|CEA cell adhesion molecule family	590|471|906	ENSG00000079385
SENP1	SUMO specific peptidases	984	ENSG00000079387
DUSP13	Atypical dual specificity phosphatases	896	ENSG00000079393
CIC			ENSG00000079432
LIPE	Lipases	464	ENSG00000079435
FDFT1			ENSG00000079459
PAFAH1B3			ENSG00000079462
OPHN1	AH/BAR family Rho GTPase activating proteins	1923	ENSG00000079482
AFM			ENSG00000079557
KIF22	Kinesins	622	ENSG00000079616
SCGN	EF-hand domain containing	863	ENSG00000079689
CARMIL1			ENSG00000079691
PGM1			ENSG00000079739
DDX1	DEAD-box helicases|tRNA splicing ligase complex	499|1345	ENSG00000079785
DNM2	Pleckstrin homology domain containing|MicroRNA protein coding host genes	682|1691	ENSG00000079805
EPB41L2	FERM domain containing|Erythrocyte membrane protein band 4.1	1293|951	ENSG00000079819
RIMS1	PDZ domain containing|Regulating synaptic membrane exocytosis family	1220|833	ENSG00000079841
MOXD1			ENSG00000079931
STX7	Syntaxins	818	ENSG00000079950
RABL2B	RAB like GTPases	394	ENSG00000079974
KEAP1	Kelch like|BTB domain containing	617|861	ENSG00000079999
DDX43	DEAD-box helicases	499	ENSG00000080007
PTPRH	Protein tyrosine phosphatases receptor type|Fibronectin type III domain containing	813|555	ENSG00000080031
DCT			ENSG00000080166
SLC35C2	Solute carriers	752	ENSG00000080189
CRYBG3	Beta-gamma crystallin domain containing	1360	ENSG00000080200
EPHA6	EPH receptors|Sterile alpha motif domain containing	1095|760	ENSG00000080224
SCTR	Glucagon receptor family	269	ENSG00000080293
RFX3	Regulatory factor X family	1153	ENSG00000080298
RIF1	Armadillo like helical domain containing	1492	ENSG00000080345
RAB21	RAB, member RAS oncogene GTPases	388	ENSG00000080371
SLC4A4	Solute carriers	752	ENSG00000080493
SMARCA2	Bromodomain containing|BAF complex|GBAF complex	1232|1604|1606	ENSG00000080503
RDH8	Short chain dehydrogenase/reductase superfamily	743	ENSG00000080511
SESN1			ENSG00000080546
MID2	Tripartite motif containing|Fibronectin type III domain containing|Ring finger proteins	59|555|58	ENSG00000080561
DNAAF6	Axonemal dynein assembly factors	1627	ENSG00000080572
COL5A3	Collagens	490	ENSG00000080573
SRCAP	Small nucleolar RNA protein coding host genes|SRCAP complex	1835|1329	ENSG00000080603
PUM3	Minor histocompatibility antigens|Pumilio homology domain containing	870|1494	ENSG00000080608
CPB2	M14 carboxypeptidases	1321	ENSG00000080618
CHRNA3	Cholinergic receptors nicotinic subunits	173	ENSG00000080644
KCNN2	Potassium calcium-activated channels	255	ENSG00000080709
CNOT4	CCR4-NOT transcription complex|Ring finger proteins|RNA binding motif containing	1023|58|725	ENSG00000080802
PSEN1			ENSG00000080815
CPOX			ENSG00000080819
CLDND1			ENSG00000080822
MOK			ENSG00000080823
HSP90AA1	Heat shock 90kDa proteins	586	ENSG00000080824
RBL1			ENSG00000080839
DLGAP4			ENSG00000080845
IGSF9B	Fibronectin type III domain containing|V-set domain containing|I-set domain containing	555|590|593	ENSG00000080854
CFHR2	Complement system regulators and receptors|Sushi domain containing	1639|1179	ENSG00000080910
CROCCP3			ENSG00000080947
NDC80	NDC80 kinetochore complex 	1573	ENSG00000080986
AP4E1	Adaptor related protein complex 4|Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing	1674|1493	ENSG00000081014
RSBN1			ENSG00000081019
MAGI3	Membrane associated guanylate kinases|PDZ domain containing	904|1220	ENSG00000081026
CXCL2	Chemokine ligands	483	ENSG00000081041
AFP			ENSG00000081051
COL4A4	Collagens	490	ENSG00000081052
TCF7	TCF/LEF transcription factor family|Wnt enhanceosome complex	1549|1677	ENSG00000081059
OSTM1			ENSG00000081087
CDH7	Type II classical cadherins	1186	ENSG00000081138
IMPG2			ENSG00000081148
PCNP			ENSG00000081154
EXD2			ENSG00000081177
ARG2			ENSG00000081181
MEF2C	MADS box family|Myocyte enhancer factor 2 proteins	1086|649	ENSG00000081189
PTPRC	Fibronectin type III domain containing|Protein tyrosine phosphatases receptor type|CD molecules	555|813|471	ENSG00000081237
CACNA1S	Calcium voltage-gated channel alpha1 subunits	1512	ENSG00000081248
PKP1	Armadillo repeat containing|Plakophilins	409|1541	ENSG00000081277
UBA5	Ubiquitin like modifier activating enzymes	100	ENSG00000081307
STK17B	Death associated protein kinases	1021	ENSG00000081320
CDC14B	CDC14 phosphatases	900	ENSG00000081377
ZNF510	Zinc fingers C2H2-type	28	ENSG00000081386
LRP2	Low density lipoprotein receptors	634	ENSG00000081479
ZNF506	Zinc fingers C2H2-type	28	ENSG00000081665
JMJD4	JmjC hydroxylases	1346	ENSG00000081692
DUSP12	Atypical dual specificity phosphatases	896	ENSG00000081721
AACS	Acyl-CoA synthetase family	40	ENSG00000081760
DELE1			ENSG00000081791
SLC13A1	Solute carriers	752	ENSG00000081800
CADPS2	Pleckstrin homology domain containing|C2 domain containing	682|823	ENSG00000081803
PCDHB4	Clustered protocadherins	20	ENSG00000081818
PCDHA6	Clustered protocadherins	20	ENSG00000081842
PCDHGA2	Clustered protocadherins	20	ENSG00000081853
HSPB11	IFT-B1 complex|Small heat shock proteins	1980|585	ENSG00000081870
PHLPP1	Pleckstrin homology domain containing|Protein phosphatases, Mg2+/Mn2+ dependent	682|701	ENSG00000081913
ATP8B1	ATPase phospholipid transporting	1210	ENSG00000081923
IL12RB2	Fibronectin type III domain containing|Interleukin receptors	555|602	ENSG00000081985
SMARCD3	PBAF complex|BAF complex|GBAF complex	1605|1604|1606	ENSG00000082014
WDR70	WD repeat domain containing	362	ENSG00000082068
FYB1			ENSG00000082074
MPP4	PDZ domain containing|Membrane associated guanylate kinases	1220|904	ENSG00000082126
STRADB			ENSG00000082146
BZW1			ENSG00000082153
PGR	Nuclear hormone receptors	71	ENSG00000082175
C1QTNF3	C1q and TNF related 	1372	ENSG00000082196
ME2			ENSG00000082212
C5orf22			ENSG00000082213
CCNT2	Cyclins|P-TEFb complex subunits	473|1281	ENSG00000082258
FAM135A			ENSG00000082269
COL19A1	Collagens	490	ENSG00000082293
EPB41L3	Erythrocyte membrane protein band 4.1|FERM domain containing	951|1293	ENSG00000082397
COBLL1	Small nucleolar RNA protein coding host genes	1835	ENSG00000082438
DLG3	PDZ domain containing|Protein phosphatase 1 regulatory subunits|Membrane associated guanylate kinases	1220|694|904	ENSG00000082458
KCNK2	Potassium two pore domain channel subfamily K 	277	ENSG00000082482
SERTAD4			ENSG00000082497
TRAF5	TNF receptor associated factors|Ring finger proteins	1056|58	ENSG00000082512
MRPL22	Large subunit mitochondrial ribosomal proteins|Mitochondrial ribosomal proteins	1994|646	ENSG00000082515
GEMIN5	WD repeat domain containing|Gemins	362|1131	ENSG00000082516
OPRK1	Opioid receptors	245	ENSG00000082556
NFE2L1	Basic leucine zipper proteins	506	ENSG00000082641
SEMA5B	Semaphorins	736	ENSG00000082684
GSK3B			ENSG00000082701
ITGB5	Integrin beta subunits	1159	ENSG00000082781
ERC1			ENSG00000082805
XPO1	Exportins	547	ENSG00000082898
LINC01587	Long intergenic non-protein coding RNAs	1986	ENSG00000082929
RNF13	Ring finger proteins	58	ENSG00000082996
TRPM3	MicroRNA protein coding host genes|Transient receptor potential cation channels	1691|249	ENSG00000083067
PALB2	FA complementation groups|WD repeat domain containing	548|362	ENSG00000083093
DOP1A			ENSG00000083097
LYRM2	LYR motif containing	635	ENSG00000083099
BCKDHB			ENSG00000083123
KAT6A	PHD finger proteins|MYST type domain containing lysine acetyltransferases|Zinc fingers C2HC-type	88|1584|66	ENSG00000083168
TUT7	Zinc fingers CCHC-type|Terminal nucleotidyltransferases|Non-canonical poly(A) polymerases	74|1619|1318	ENSG00000083223
ULK2	Autophagy related	1022	ENSG00000083290
GRHL2			ENSG00000083307
TNPO1	Armadillo like helical domain containing|Importins|MicroRNA protein coding host genes	1492|596|1691	ENSG00000083312
PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase family	2023	ENSG00000083444
P2RX5	Purinergic receptors P2X|Minor histocompatibility antigens	214|870	ENSG00000083454
ITGAE	CD molecules|Integrin alpha subunits	471|1160	ENSG00000083457
DIS3	Exosome complex|Endoribonucleases	817|1687	ENSG00000083520
PIBF1			ENSG00000083535
TDRD3	Tudor domain containing	780	ENSG00000083544
NUFIP1			ENSG00000083635
PDS5B	Armadillo like helical domain containing	1492	ENSG00000083642
OXCT1			ENSG00000083720
RRAGB	Ras related GTP binding proteins	1984	ENSG00000083750
EPYC	Small leucine rich repeat proteoglycans	573	ENSG00000083782
CYLD	MicroRNA protein coding host genes|Ubiquitin specific peptidases	1691|366	ENSG00000083799
SLC27A5	Solute carriers|Acyl-CoA synthetase family	752|40	ENSG00000083807
ZNF324	Zinc fingers C2H2-type	28	ENSG00000083812
ZNF671	Zinc fingers C2H2-type	28	ENSG00000083814
ZNF416	Zinc fingers C2H2-type	28	ENSG00000083817
ZNF586	Zinc fingers C2H2-type	28	ENSG00000083828
ZNF446	SCAN domain containing|Zinc fingers C2H2-type	42|28	ENSG00000083838
ZNF264	Zinc fingers C2H2-type	28	ENSG00000083844
RPS5	S ribosomal proteins	728	ENSG00000083845
FAT1	Cadherin related	24	ENSG00000083857
YTHDC1			ENSG00000083896
CHMP2B	Charged multivesicular body proteins|ESCRT-III	482|1118	ENSG00000083937
SMAP2	ArfGAPs	395	ENSG00000084070
PPIE	RNA binding motif containing|Cyclophilin peptidylprolyl isomerases|Spliceosomal C complex|Spliceosomal B complex|Spliceosomal Bact complex|Spliceosomal P complex	725|909|1510|1507|1508|1516	ENSG00000084072
ZMPSTE24			ENSG00000084073
STARD7	StAR related lipid transfer domain containing	759	ENSG00000084090
NOA1			ENSG00000084092
REST			ENSG00000084093
HAL			ENSG00000084110
SSH1	Slingshot protein phosphatases|MicroRNA protein coding host genes	898|1691	ENSG00000084112
GSTP1	Soluble glutathione S-transferases	567	ENSG00000084207
APLP2			ENSG00000084234
FAM234B			ENSG00000084444
SLCO1A2	Solute carriers	752	ENSG00000084453
WBP11	Spliceosomal B complex|Cilia and flagella associated|Protein phosphatase 1 regulatory subunits	1507|1491|694	ENSG00000084463
EIF3I	Eukaryotic translation initiation factor 3|WD repeat domain containing	1121|362	ENSG00000084623
NKAIN1	Na+/K+ transporting ATPase interacting	659	ENSG00000084628
COL16A1	Collagens	490	ENSG00000084636
TXLNA			ENSG00000084652
APOB	Apolipoproteins	405	ENSG00000084674
NCOA1	Lysine acetyltransferases|Basic helix-loop-helix proteins	486|420	ENSG00000084676
AGBL5	M14 carboxypeptidases	1321	ENSG00000084693
EFR3B	Armadillo like helical domain containing	1492	ENSG00000084710
KIF3C	Kinesins	622	ENSG00000084731
RAB10	RAB, member RAS oncogene GTPases	388	ENSG00000084733
GCKR			ENSG00000084734
HADHA			ENSG00000084754
MAPRE3	Microtubule associated protein RP/EB family 	1826	ENSG00000084764
CAD	Glutamine amidotransferase like class 1 domain containing	1408	ENSG00000084774
CD59	CD molecules|LY6/PLAUR domain containing|Blood group antigens|Complement system regulators and receptors	471|1226|454|1639	ENSG00000085063
CD82	CD molecules|Tetraspanins	471|768	ENSG00000085117
BCORL1	Ankyrin repeat domain containing	403	ENSG00000085185
ATRX	RNA helicases	1168	ENSG00000085224
AK6	Adenylate kinases	356	ENSG00000085231
FCN1	Fibrinogen C domain containing|Complement system activation components	554|1638	ENSG00000085265
MYNN	BTB domain containing|Zinc fingers C2H2-type	861|28	ENSG00000085274
